QID	nDCG@10	MRR	Rel_Found
165405	0.0000	0.0000	
1098803	0.0000	0.0000	
149398	0.0000	0.0000	
370747	0.0000	0.0000	
72958	0.0000	0.0000	
262274	0.0000	0.0000	
284008	0.0000	0.0000	
1098802	0.0000	0.0000	
81766	0.0000	0.0000	
148245	1.0000	1.0000	7312334
173817	0.0000	0.0000	
62261	0.0000	0.0000	
1098801	0.0000	0.0000	
154154	0.0000	0.0000	
256392	0.0000	0.0000	
311291	0.0000	0.0000	
1098800	0.0000	0.0000	
124633	0.0000	0.0000	
233759	0.0000	0.0000	
88875	0.0000	0.0000	
159576	0.0000	0.0000	
226477	0.0000	0.0000	
209564	1.0000	1.0000	7312596
1098799	0.0000	0.0000	
54729	0.0000	0.0000	
132014	0.0000	0.0000	
29704	0.0000	0.0000	
166597	0.0000	0.0000	
1098797	0.0000	0.0000	
30407	0.0000	0.0000	
105906	0.0000	0.0000	
3268	0.0000	0.0000	
283860	0.0000	0.0000	
122349	0.0000	0.0000	
46305	0.0000	0.0000	
33471	0.0000	0.0000	
343956	0.0000	0.0000	
127315	0.0000	0.0000	
10791	0.0000	0.0000	
203688	0.0000	0.0000	
175971	0.0000	0.0000	
55075	0.0000	0.0000	
1098793	0.0000	0.0000	
340447	0.0000	0.0000	
176994	0.0000	0.0000	
160255	0.0000	0.0000	
1098792	0.0000	0.0000	
143388	0.0000	0.0000	
47864	0.0000	0.0000	
97057	0.0000	0.0000	
121504	0.0000	0.0000	
234844	0.0000	0.0000	
234044	0.0000	0.0000	
1098791	0.0000	0.0000	
299968	0.0000	0.0000	
315858	0.0000	0.0000	
243982	0.0000	0.0000	
123659	0.0000	0.0000	
148170	0.0000	0.0000	
198996	0.0000	0.0000	
184860	0.0000	0.0000	
79257	0.0000	0.0000	
226164	0.0000	0.0000	
47674	0.0000	0.0000	
294674	0.0000	0.0000	
214614	0.0000	0.0000	
255814	0.0000	0.0000	
1098788	0.0000	0.0000	
80187	0.0000	0.0000	
78489	0.0000	0.0000	
172152	0.0000	0.0000	
168829	0.0000	0.0000	
191180	1.0000	1.0000	7313823
1098787	0.0000	0.0000	
170049	0.0000	0.0000	
292676	0.0000	0.0000	
1098786	0.0000	0.0000	
222954	0.0000	0.0000	
208900	0.0000	0.0000	
50700	0.0000	0.0000	
1098785	0.0000	0.0000	
278253	0.0000	0.0000	
147807	0.0000	0.0000	
177120	0.0000	0.0000	
36965	0.0000	0.0000	
86447	0.0000	0.0000	
289293	0.0000	0.0000	
340087	0.0000	0.0000	
44509	0.0000	0.0000	
305848	0.0000	0.0000	
67506	0.0000	0.0000	
235089	0.0000	0.0000	
74141	0.0000	0.0000	
1098775	0.0000	0.0000	
309918	0.0000	0.0000	
252966	0.0000	0.0000	
48553	0.0000	0.0000	
266702	0.0000	0.0000	
373980	0.0000	0.0000	
1098774	0.0000	0.0000	
272500	0.0000	0.0000	
67591	0.0000	0.0000	
356464	0.0000	0.0000	
119872	0.0000	0.0000	
91684	0.0000	0.0000	
321779	0.0000	0.0000	
22492	0.0000	0.0000	
35812	0.0000	0.0000	
1098772	0.0000	0.0000	
74884	0.0000	0.0000	
60378	0.0000	0.0000	
2962	0.0000	0.0000	
361748	0.0000	0.0000	
1098771	0.0000	0.0000	
125545	0.3010	0.1111	7314729
207494	0.0000	0.0000	
163568	0.0000	0.0000	
1098770	0.0000	0.0000	
304049	0.0000	0.0000	
48858	0.0000	0.0000	
336089	0.0000	0.0000	
1098769	0.0000	0.0000	
93836	0.0000	0.0000	
174975	0.0000	0.0000	
305178	0.0000	0.0000	
1098768	0.0000	0.0000	
113732	0.0000	0.0000	
38819	0.0000	0.0000	
142520	0.0000	0.0000	
256567	0.0000	0.0000	
203256	0.0000	0.0000	
237215	0.0000	0.0000	
94323	0.0000	0.0000	
36991	0.0000	0.0000	
104537	0.0000	0.0000	
60974	0.0000	0.0000	
72965	0.0000	0.0000	
171168	0.0000	0.0000	
1098765	0.0000	0.0000	
64043	0.0000	0.0000	
134709	0.0000	0.0000	
376911	0.0000	0.0000	
11133	0.3869	0.2000	7315363
69454	0.0000	0.0000	
14451	0.0000	0.0000	
89610	0.0000	0.0000	
1102068	0.0000	0.0000	
1098763	0.0000	0.0000	
264229	0.0000	0.0000	
129480	0.6309	0.5000	7315448
269136	0.0000	0.0000	
118365	0.3869	0.2000	7315472
46750	0.0000	0.0000	
238584	0.0000	0.0000	
172981	0.0000	0.0000	
261724	0.0000	0.0000	
297672	0.0000	0.0000	
136319	0.0000	0.0000	
288767	0.0000	0.0000	
1098761	0.0000	0.0000	
117601	0.0000	0.0000	
16931	0.0000	0.0000	
32002	0.0000	0.0000	
1098760	0.0000	0.0000	
275414	0.0000	0.0000	
3207	0.0000	0.0000	
268147	0.0000	0.0000	
253885	0.0000	0.0000	
174121	0.0000	0.0000	
46468	0.0000	0.0000	
88265	0.0000	0.0000	
310796	0.0000	0.0000	
67801	0.0000	0.0000	
268205	0.0000	0.0000	
369567	0.0000	0.0000	
121765	0.0000	0.0000	
268019	0.0000	0.0000	
362456	0.0000	0.0000	
96310	0.0000	0.0000	
308102	0.0000	0.0000	
176979	0.0000	0.0000	
22711	0.0000	0.0000	
1098748	0.0000	0.0000	
276338	0.0000	0.0000	
182251	0.0000	0.0000	
80590	0.0000	0.0000	
1098747	0.0000	0.0000	
120911	0.0000	0.0000	
100480	0.0000	0.0000	
93922	0.0000	0.0000	
242817	0.0000	0.0000	
128207	0.0000	0.0000	
1098745	0.0000	0.0000	
226502	0.0000	0.0000	
73620	0.0000	0.0000	
70465	0.0000	0.0000	
155054	0.0000	0.0000	
260957	0.0000	0.0000	
23564	0.0000	0.0000	
190268	0.0000	0.0000	
198940	0.0000	0.0000	
1098744	0.0000	0.0000	
249271	0.0000	0.0000	
193705	0.0000	0.0000	
131665	0.0000	0.0000	
366151	0.0000	0.0000	
146004	0.0000	0.0000	
44363	0.0000	0.0000	
158852	0.0000	0.0000	
125256	0.0000	0.0000	
312368	0.0000	0.0000	
1098742	0.6309	0.5000	7316593
83245	0.0000	0.0000	
31013	0.0000	0.0000	
25275	0.0000	0.0000	
211811	0.0000	0.0000	
117051	0.3010	0.1111	7316750
347898	0.0000	0.0000	
275610	0.3562	0.1667	7316780
1098740	0.0000	0.0000	
297817	0.0000	0.0000	
1098739	0.0000	0.0000	
173616	0.0000	0.0000	
305445	0.0000	0.0000	
254203	0.0000	0.0000	
180474	0.0000	0.0000	
128919	1.0000	1.0000	7316954
85474	0.0000	0.0000	
11436	0.0000	0.0000	
125996	0.0000	0.0000	
71141	0.0000	0.0000	
51047	0.0000	0.0000	
91756	0.0000	0.0000	
221560	0.0000	0.0000	
27618	0.0000	0.0000	
202199	0.0000	0.0000	
90863	0.0000	0.0000	
371334	0.0000	0.0000	
1098736	0.0000	0.0000	
295902	0.0000	0.0000	
97028	0.0000	0.0000	
204607	0.0000	0.0000	
93514	0.0000	0.0000	
213541	0.0000	0.0000	
66587	0.0000	0.0000	
290187	0.0000	0.0000	
159712	0.0000	0.0000	
1102066	0.0000	0.0000	
266965	0.0000	0.0000	
117977	0.5000	0.3333	5459057
48485	0.0000	0.0000	
140111	0.0000	0.0000	
24168	0.0000	0.0000	
238742	0.0000	0.0000	
1098731	0.0000	0.0000	
58297	0.0000	0.0000	
61277	0.0000	0.0000	
1098730	0.0000	0.0000	
326045	0.0000	0.0000	
22271	0.0000	0.0000	
77311	0.0000	0.0000	
204512	0.0000	0.0000	
334654	0.0000	0.0000	
375377	0.0000	0.0000	
130899	0.0000	0.0000	
210690	0.0000	0.0000	
1231	0.0000	0.0000	
246256	0.0000	0.0000	
82176	0.0000	0.0000	
324778	0.0000	0.0000	
334916	0.0000	0.0000	
1098728	0.0000	0.0000	
164005	0.0000	0.0000	
273143	0.0000	0.0000	
187291	0.0000	0.0000	
49325	0.0000	0.0000	
1098727	0.0000	0.0000	
229714	0.0000	0.0000	
136209	0.0000	0.0000	
286520	0.0000	0.0000	
243857	0.0000	0.0000	
226487	0.0000	0.0000	
1098725	0.0000	0.0000	
239775	0.0000	0.0000	
185638	0.0000	0.0000	
112994	0.6309	0.5000	7318089
114487	0.0000	0.0000	
92437	0.0000	0.0000	
144817	0.0000	0.0000	
1098724	0.0000	0.0000	
89217	0.0000	0.0000	
319908	0.0000	0.0000	
1098723	0.0000	0.0000	
90148	0.0000	0.0000	
74384	0.0000	0.0000	
24979	0.0000	0.0000	
82359	0.4307	0.2500	7318305
186932	0.0000	0.0000	
102655	0.0000	0.0000	
1102396	0.0000	0.0000	
1102065	0.0000	0.0000	
1098722	0.3333	0.1429	7318368
21962	0.5000	0.3333	7318395
287351	0.0000	0.0000	
697	0.0000	0.0000	
169056	0.0000	0.0000	
1098721	0.0000	0.0000	
203252	0.5000	0.3333	7318514
31297	0.0000	0.0000	
1098720	0.0000	0.0000	
232234	0.0000	0.0000	
68783	0.0000	0.0000	
92121	0.0000	0.0000	
277785	0.0000	0.0000	
227758	0.0000	0.0000	
64792	0.0000	0.0000	
1098719	0.0000	0.0000	
206007	0.0000	0.0000	
127361	0.0000	0.0000	
12428	0.0000	0.0000	
1098718	0.0000	0.0000	
283547	0.0000	0.0000	
139961	0.0000	0.0000	
27817	0.0000	0.0000	
361924	0.0000	0.0000	
119258	0.3869	0.2000	7318902
134171	0.0000	0.0000	
162058	0.0000	0.0000	
15291	0.3010	0.1111	7318940
149909	0.0000	0.0000	
1098715	0.0000	0.0000	
253004	0.0000	0.0000	
94045	0.0000	0.0000	
1098714	0.0000	0.0000	
317725	0.0000	0.0000	
335245	0.0000	0.0000	
154001	0.0000	0.0000	
80397	0.0000	0.0000	
161352	0.0000	0.0000	
157422	0.0000	0.0000	
287143	0.0000	0.0000	
1098713	0.0000	0.0000	
214168	0.0000	0.0000	
247524	0.0000	0.0000	
24016	0.0000	0.0000	
260088	0.0000	0.0000	
24259	0.0000	0.0000	
74359	0.0000	0.0000	
302286	0.0000	0.0000	
1098712	0.0000	0.0000	
318629	0.0000	0.0000	
372137	0.0000	0.0000	
227591	0.0000	0.0000	
243323	0.0000	0.0000	
144917	0.0000	0.0000	
68423	0.0000	0.0000	
9133	0.0000	0.0000	
154680	0.0000	0.0000	
164272	0.0000	0.0000	
188968	0.0000	0.0000	
1098710	0.0000	0.0000	
249321	0.0000	0.0000	
136098	0.0000	0.0000	
85479	0.0000	0.0000	
269249	0.0000	0.0000	
91978	0.0000	0.0000	
189128	0.0000	0.0000	
76141	0.0000	0.0000	
164329	0.0000	0.0000	
1550	0.0000	0.0000	
35012	0.0000	0.0000	
151947	0.0000	0.0000	
118627	0.0000	0.0000	
201096	0.0000	0.0000	
145377	0.0000	0.0000	
208830	0.0000	0.0000	
244797	0.0000	0.0000	
349356	0.0000	0.0000	
136650	0.0000	0.0000	
148747	0.0000	0.0000	
362970	0.0000	0.0000	
127391	0.3155	0.1250	7319914
328814	0.0000	0.0000	
198329	0.0000	0.0000	
128071	0.0000	0.0000	
47030	0.0000	0.0000	
99478	0.0000	0.0000	
258669	0.0000	0.0000	
301803	0.0000	0.0000	
194601	0.0000	0.0000	
76831	0.0000	0.0000	
104986	0.0000	0.0000	
322156	0.0000	0.0000	
99317	0.0000	0.0000	
283881	0.0000	0.0000	
205993	0.0000	0.0000	
230050	0.0000	0.0000	
13811	0.0000	0.0000	
242026	0.0000	0.0000	
314003	0.0000	0.0000	
196590	0.0000	0.0000	
80276	0.0000	0.0000	
360878	0.0000	0.0000	
140545	0.0000	0.0000	
231220	0.0000	0.0000	
306782	0.0000	0.0000	
288367	0.0000	0.0000	
337730	0.0000	0.0000	
1098699	0.0000	0.0000	
282332	0.0000	0.0000	
337194	0.0000	0.0000	
293238	0.0000	0.0000	
307521	0.0000	0.0000	
1098698	0.0000	0.0000	
230627	0.0000	0.0000	
192391	0.0000	0.0000	
309916	0.0000	0.0000	
83125	0.0000	0.0000	
1098695	0.0000	0.0000	
80249	0.0000	0.0000	
161056	0.0000	0.0000	
143879	0.0000	0.0000	
49686	0.0000	0.0000	
358518	0.0000	0.0000	
167638	0.0000	0.0000	
264594	0.0000	0.0000	
68395	0.0000	0.0000	
250890	0.0000	0.0000	
85003	0.0000	0.0000	
1098693	0.0000	0.0000	
303206	0.0000	0.0000	
372491	0.0000	0.0000	
149825	0.0000	0.0000	
91489	0.0000	0.0000	
44785	0.0000	0.0000	
235193	0.0000	0.0000	
169778	0.0000	0.0000	
122017	0.0000	0.0000	
356644	0.0000	0.0000	
83640	0.0000	0.0000	
168707	0.0000	0.0000	
247699	0.0000	0.0000	
1098691	0.0000	0.0000	
126378	0.0000	0.0000	
99271	0.0000	0.0000	
63698	0.0000	0.0000	
34775	0.0000	0.0000	
47805	0.0000	0.0000	
1098687	0.0000	0.0000	
174216	0.0000	0.0000	
42619	0.0000	0.0000	
323504	0.4307	0.2500	7321318
81075	0.0000	0.0000	
1098685	0.0000	0.0000	
50417	0.0000	0.0000	
86392	0.0000	0.0000	
100475	0.0000	0.0000	
194064	0.0000	0.0000	
331034	0.0000	0.0000	
294617	0.0000	0.0000	
83382	0.0000	0.0000	
275372	0.0000	0.0000	
158887	0.0000	0.0000	
56901	0.0000	0.0000	
177101	0.0000	0.0000	
78633	0.0000	0.0000	
1098681	0.0000	0.0000	
282277	0.0000	0.0000	
289030	0.0000	0.0000	
320742	0.0000	0.0000	
1098679	0.0000	0.0000	
27058	0.0000	0.0000	
305809	0.5000	0.3333	7321782
132473	0.0000	0.0000	
334406	0.0000	0.0000	
284655	0.0000	0.0000	
100758	0.0000	0.0000	
1098678	0.0000	0.0000	
135516	0.0000	0.0000	
109022	0.0000	0.0000	
276689	0.0000	0.0000	
81137	0.0000	0.0000	
102285	0.0000	0.0000	
285017	0.0000	0.0000	
151780	0.0000	0.0000	
107956	0.0000	0.0000	
1098677	0.0000	0.0000	
30647	0.0000	0.0000	
15607	0.0000	0.0000	
228868	0.0000	0.0000	
333094	0.0000	0.0000	
122945	0.0000	0.0000	
167530	0.0000	0.0000	
50244	0.0000	0.0000	
316762	0.0000	0.0000	
1098672	0.0000	0.0000	
37072	0.0000	0.0000	
238845	0.0000	0.0000	
237945	0.0000	0.0000	
276377	0.0000	0.0000	
285625	0.0000	0.0000	
235474	0.0000	0.0000	
103168	0.0000	0.0000	
164996	0.0000	0.0000	
1098671	0.0000	0.0000	
168431	0.0000	0.0000	
318492	0.0000	0.0000	
118064	0.0000	0.0000	
32754	0.0000	0.0000	
110213	0.0000	0.0000	
1102061	0.0000	0.0000	
164912	0.0000	0.0000	
155411	0.0000	0.0000	
205135	0.6309	0.5000	7322375
323625	0.0000	0.0000	
353839	0.0000	0.0000	
1098669	0.0000	0.0000	
154497	0.0000	0.0000	
125627	0.0000	0.0000	
170803	0.0000	0.0000	
57583	0.0000	0.0000	
1098668	0.0000	0.0000	
162839	0.0000	0.0000	
20597	0.0000	0.0000	
188753	0.0000	0.0000	
40022	0.0000	0.0000	
19405	0.0000	0.0000	
1098666	0.0000	0.0000	
339888	0.0000	0.0000	
55917	0.0000	0.0000	
142459	0.0000	0.0000	
242716	0.0000	0.0000	
191423	0.0000	0.0000	
211180	0.0000	0.0000	
359548	0.0000	0.0000	
128500	0.0000	0.0000	
1098664	0.0000	0.0000	
337522	0.0000	0.0000	
92208	0.3869	0.2000	7322881
267461	0.0000	0.0000	
341314	1.0000	1.0000	7322930
155551	0.0000	0.0000	
1098663	0.0000	0.0000	
134858	0.0000	0.0000	
340683	1.0000	1.0000	7322971
66218	0.0000	0.0000	
212703	0.0000	0.0000	
293464	0.0000	0.0000	
228251	0.0000	0.0000	
79831	0.0000	0.0000	
181832	0.0000	0.0000	
315337	0.0000	0.0000	
276298	0.0000	0.0000	
260199	0.0000	0.0000	
132801	0.0000	0.0000	
234651	0.0000	0.0000	
48790	0.0000	0.0000	
333000	0.0000	0.0000	
129565	0.0000	0.0000	
1098660	0.0000	0.0000	
324166	0.0000	0.0000	
163573	0.0000	0.0000	
277536	0.0000	0.0000	
166089	0.0000	0.0000	
18235	0.0000	0.0000	
332940	0.6309	0.5000	7323348
44628	0.2891	0.1000	7323411
12903	0.0000	0.0000	
142725	0.0000	0.0000	
323054	0.0000	0.0000	
174741	0.0000	0.0000	
23834	0.0000	0.0000	
106148	0.0000	0.0000	
21592	0.0000	0.0000	
189604	0.0000	0.0000	
288043	0.0000	0.0000	
40001	0.0000	0.0000	
180367	0.0000	0.0000	
297730	0.0000	0.0000	
309293	0.0000	0.0000	
184800	0.0000	0.0000	
159661	0.0000	0.0000	
252543	0.0000	0.0000	
1098653	0.0000	0.0000	
280796	0.0000	0.0000	
159512	0.0000	0.0000	
74226	0.0000	0.0000	
40495	0.0000	0.0000	
267595	1.0000	1.0000	7323822
177530	0.0000	0.0000	
302091	0.0000	0.0000	
191722	0.0000	0.0000	
157332	0.0000	0.0000	
205902	0.0000	0.0000	
1098651	0.0000	0.0000	
36469	0.0000	0.0000	
55882	0.0000	0.0000	
134834	0.0000	0.0000	
1098650	0.0000	0.0000	
30565	0.0000	0.0000	
294716	0.0000	0.0000	
238942	0.0000	0.0000	
241398	0.0000	0.0000	
110514	0.0000	0.0000	
1098649	0.0000	0.0000	
145821	0.0000	0.0000	
87303	0.4307	0.2500	7324177
296106	0.0000	0.0000	
295203	0.0000	0.0000	
72864	0.0000	0.0000	
207682	0.5000	0.3333	7324215
332019	0.0000	0.0000	
158028	0.0000	0.0000	
309249	0.0000	0.0000	
1098648	0.0000	0.0000	
180592	0.0000	0.0000	
269627	0.0000	0.0000	
1102058	0.0000	0.0000	
1098647	0.0000	0.0000	
129371	0.0000	0.0000	
168284	0.0000	0.0000	
10065	0.0000	0.0000	
231211	0.0000	0.0000	
28017	0.0000	0.0000	
152135	0.0000	0.0000	
1098646	0.0000	0.0000	
144096	0.0000	0.0000	
192081	0.0000	0.0000	
53351	0.0000	0.0000	
1098645	0.0000	0.0000	
272082	0.0000	0.0000	
39915	0.0000	0.0000	
139937	0.0000	0.0000	
1098644	0.0000	0.0000	
176677	0.0000	0.0000	
126137	0.0000	0.0000	
143168	0.0000	0.0000	
47462	0.0000	0.0000	
1098643	0.0000	0.0000	
170572	0.0000	0.0000	
124109	0.0000	0.0000	
201818	1.0000	1.0000	7324826
143953	0.0000	0.0000	
1098642	0.0000	0.0000	
9926	0.0000	0.0000	
189561	0.0000	0.0000	
258442	0.0000	0.0000	
55365	0.0000	0.0000	
1098641	0.0000	0.0000	
242596	0.0000	0.0000	
265960	0.0000	0.0000	
54839	0.0000	0.0000	
172787	0.0000	0.0000	
117135	1.0000	1.0000	7325072
336203	0.0000	0.0000	
199647	0.0000	0.0000	
89492	0.0000	0.0000	
94865	0.0000	0.0000	
105262	0.0000	0.0000	
20879	0.0000	0.0000	
107090	0.0000	0.0000	
16019	0.0000	0.0000	
1098622	0.0000	0.0000	
3151	0.0000	0.0000	
262080	0.0000	0.0000	
139641	0.0000	0.0000	
50898	0.0000	0.0000	
1102057	0.0000	0.0000	
1098620	0.0000	0.0000	
334176	0.0000	0.0000	
205876	0.0000	0.0000	
328802	0.0000	0.0000	
1098619	0.0000	0.0000	
135386	0.0000	0.0000	
275638	0.0000	0.0000	
228401	0.0000	0.0000	
95935	0.0000	0.0000	
59643	0.0000	0.0000	
284706	0.0000	0.0000	
72885	0.0000	0.0000	
324425	0.0000	0.0000	
99347	0.0000	0.0000	
251320	0.0000	0.0000	
208158	0.0000	0.0000	
66000	0.0000	0.0000	
203260	0.0000	0.0000	
234998	0.0000	0.0000	
305762	0.0000	0.0000	
87062	0.0000	0.0000	
68755	0.0000	0.0000	
321094	0.0000	0.0000	
28827	0.0000	0.0000	
104888	0.0000	0.0000	
89472	0.0000	0.0000	
148847	0.0000	0.0000	
170723	0.0000	0.0000	
35311	0.0000	0.0000	
62556	0.0000	0.0000	
20507	0.0000	0.0000	
116491	0.0000	0.0000	
14554	0.0000	0.0000	
239685	0.0000	0.0000	
1098610	0.0000	0.0000	
331104	0.0000	0.0000	
339677	0.0000	0.0000	
136032	0.0000	0.0000	
170664	0.0000	0.0000	
100616	0.0000	0.0000	
1098609	0.0000	0.0000	
44466	0.0000	0.0000	
288028	0.5000	0.3333	7326151
1098608	0.0000	0.0000	
77794	0.0000	0.0000	
327640	0.0000	0.0000	
159603	0.0000	0.0000	
35074	0.0000	0.0000	
68462	0.0000	0.0000	
316267	0.0000	0.0000	
169287	0.0000	0.0000	
73869	0.0000	0.0000	
162976	0.0000	0.0000	
260978	0.0000	0.0000	
328527	0.0000	0.0000	
137311	0.0000	0.0000	
71742	0.0000	0.0000	
199191	0.0000	0.0000	
304356	0.0000	0.0000	
1098606	0.0000	0.0000	
305361	0.0000	0.0000	
261404	0.0000	0.0000	
90884	0.0000	0.0000	
61882	0.0000	0.0000	
338713	0.0000	0.0000	
295497	0.0000	0.0000	
1098604	0.0000	0.0000	
71238	0.0000	0.0000	
272279	0.0000	0.0000	
179286	0.6309	0.5000	7326634
30997	0.0000	0.0000	
61067	0.0000	0.0000	
1098603	0.0000	0.0000	
254567	0.3333	0.1429	6395686
79629	0.0000	0.0000	
294314	0.0000	0.0000	
288595	0.0000	0.0000	
1098602	0.0000	0.0000	
200207	0.0000	0.0000	
1098601	0.0000	0.0000	
115704	0.0000	0.0000	
54314	0.0000	0.0000	
107045	0.0000	0.0000	
370786	0.0000	0.0000	
141399	0.0000	0.0000	
241923	0.0000	0.0000	
110499	0.0000	0.0000	
32769	0.0000	0.0000	
1098600	0.0000	0.0000	
102506	0.0000	0.0000	
220048	0.0000	0.0000	
197944	0.0000	0.0000	
71469	0.0000	0.0000	
1098599	0.0000	0.0000	
213770	0.0000	0.0000	
108332	0.0000	0.0000	
128113	0.0000	0.0000	
1098598	1.0000	1.0000	7327137
366289	0.0000	0.0000	
283345	0.0000	0.0000	
230844	0.0000	0.0000	
44072	0.0000	0.0000	
12262	0.6309	0.5000	7327215
181194	0.0000	0.0000	
128200	0.0000	0.0000	
1098597	0.0000	0.0000	
21525	0.0000	0.0000	
334433	0.0000	0.0000	
329901	0.0000	0.0000	
179052	0.0000	0.0000	
294347	0.0000	0.0000	
1102055	0.0000	0.0000	
1098594	0.0000	0.0000	
155227	0.0000	0.0000	
280713	0.0000	0.0000	
322184	0.0000	0.0000	
261026	0.0000	0.0000	
1098592	0.0000	0.0000	
276888	0.0000	0.0000	
170958	0.3333	0.1429	7327475
129085	0.0000	0.0000	
159103	0.0000	0.0000	
9693	0.0000	0.0000	
206120	0.3869	0.2000	7327532
31224	0.0000	0.0000	
1098591	0.0000	0.0000	
22059	0.0000	0.0000	
258140	0.0000	0.0000	
1098590	0.0000	0.0000	
266781	0.0000	0.0000	
69614	0.0000	0.0000	
272193	0.0000	0.0000	
333240	0.0000	0.0000	
283363	0.0000	0.0000	
1098589	0.0000	0.0000	
105429	0.0000	0.0000	
14056	0.0000	0.0000	
21049	0.0000	0.0000	
74818	0.0000	0.0000	
248155	0.0000	0.0000	
1098588	0.0000	0.0000	
153027	0.0000	0.0000	
146467	0.0000	0.0000	
1098573	0.0000	0.0000	
340804	0.3155	0.1250	7327960
289439	0.0000	0.0000	
109332	0.0000	0.0000	
56012	0.0000	0.0000	
140603	0.0000	0.0000	
1098572	0.0000	0.0000	
23607	0.0000	0.0000	
130337	0.0000	0.0000	
137463	0.0000	0.0000	
227491	0.0000	0.0000	
230898	0.0000	0.0000	
1098570	0.0000	0.0000	
149316	0.0000	0.0000	
202970	0.0000	0.0000	
336676	0.0000	0.0000	
25007	0.0000	0.0000	
35835	0.0000	0.0000	
1098569	0.0000	0.0000	
75962	0.0000	0.0000	
29492	0.0000	0.0000	
17646	0.0000	0.0000	
1102395	0.0000	0.0000	
1098568	0.0000	0.0000	
152957	0.0000	0.0000	
306724	0.0000	0.0000	
87341	0.0000	0.0000	
90941	0.0000	0.0000	
157217	0.0000	0.0000	
95062	0.0000	0.0000	
94275	0.0000	0.0000	
191536	0.0000	0.0000	
212839	0.3155	0.1250	7328630
368734	0.0000	0.0000	
191197	0.0000	0.0000	
79992	0.0000	0.0000	
1098565	0.0000	0.0000	
348035	0.0000	0.0000	
89413	0.0000	0.0000	
259537	0.0000	0.0000	
214245	0.0000	0.0000	
11927	0.0000	0.0000	
1098564	0.0000	0.0000	
157733	0.0000	0.0000	
198988	0.0000	0.0000	
66281	0.0000	0.0000	
330167	0.0000	0.0000	
80722	0.0000	0.0000	
197964	0.0000	0.0000	
303654	0.0000	0.0000	
112345	0.0000	0.0000	
121178	0.0000	0.0000	
321893	0.0000	0.0000	
1098562	1.0000	1.0000	7328978
286662	0.0000	0.0000	
99267	0.0000	0.0000	
199757	0.0000	0.0000	
81663	0.0000	0.0000	
264349	0.0000	0.0000	
1098561	0.0000	0.0000	
255538	0.0000	0.0000	
77644	0.0000	0.0000	
66170	0.0000	0.0000	
251933	0.4307	0.2500	7329200
128406	0.2891	0.1000	7329223
259240	0.0000	0.0000	
247443	0.0000	0.0000	
65644	0.0000	0.0000	
205136	0.0000	0.0000	
336518	0.0000	0.0000	
1098558	0.0000	0.0000	
49802	0.3333	0.1429	7329439
242518	0.0000	0.0000	
220422	0.0000	0.0000	
88027	0.0000	0.0000	
184452	0.0000	0.0000	
213887	0.0000	0.0000	
280009	0.0000	0.0000	
229325	0.0000	0.0000	
234453	0.0000	0.0000	
1098556	0.0000	0.0000	
143542	0.0000	0.0000	
231292	0.0000	0.0000	
273481	0.0000	0.0000	
286592	0.0000	0.0000	
213309	0.0000	0.0000	
1098554	0.0000	0.0000	
97589	0.0000	0.0000	
30188	0.0000	0.0000	
221302	0.0000	0.0000	
255810	0.0000	0.0000	
1098553	0.0000	0.0000	
244808	0.0000	0.0000	
280173	0.0000	0.0000	
101451	0.0000	0.0000	
1098552	0.0000	0.0000	
22346	0.0000	0.0000	
303131	0.0000	0.0000	
1098551	0.0000	0.0000	
209713	0.0000	0.0000	
303718	0.0000	0.0000	
121660	0.0000	0.0000	
199873	1.0000	1.0000	7330060
37074	0.0000	0.0000	
1098550	0.3155	0.1250	7330084
191971	0.0000	0.0000	
142711	0.0000	0.0000	
204538	0.0000	0.0000	
103185	0.0000	0.0000	
1098549	0.0000	0.0000	
104863	0.0000	0.0000	
157128	0.0000	0.0000	
61496	0.0000	0.0000	
167384	0.0000	0.0000	
1098548	0.0000	0.0000	
1424	0.0000	0.0000	
315860	0.0000	0.0000	
108622	0.0000	0.0000	
298608	0.0000	0.0000	
17114	0.0000	0.0000	
206601	0.0000	0.0000	
265408	0.0000	0.0000	
1102052	0.6309	0.5000	7330386
150087	0.0000	0.0000	
321488	0.0000	0.0000	
287000	0.0000	0.0000	
325438	0.0000	0.0000	
1098545	0.0000	0.0000	
271476	0.0000	0.0000	
1007	0.0000	0.0000	
182393	0.0000	0.0000	
264984	0.0000	0.0000	
294373	0.0000	0.0000	
28651	0.0000	0.0000	
52900	0.0000	0.0000	
267101	0.0000	0.0000	
289915	0.0000	0.0000	
60203	0.0000	0.0000	
324950	0.0000	0.0000	
181222	0.0000	0.0000	
144491	0.0000	0.0000	
134014	0.0000	0.0000	
13307	0.0000	0.0000	
40800	0.0000	0.0000	
115615	0.0000	0.0000	
1098542	0.0000	0.0000	
150394	0.0000	0.0000	
140785	0.0000	0.0000	
125666	0.0000	0.0000	
328221	0.0000	0.0000	
268670	0.0000	0.0000	
274553	0.0000	0.0000	
1098541	0.0000	0.0000	
232287	0.0000	0.0000	
341039	0.0000	0.0000	
1098540	0.0000	0.0000	
149539	0.0000	0.0000	
175421	0.0000	0.0000	
105549	0.0000	0.0000	
246426	0.0000	0.0000	
151564	0.0000	0.0000	
93841	0.0000	0.0000	
56782	0.0000	0.0000	
1098539	0.0000	0.0000	
203587	0.0000	0.0000	
199461	0.0000	0.0000	
256402	0.0000	0.0000	
